"District","FIPS","Year","Variable","Measure Type","Value"
"Hebron School District","","2013-2014","Suspensions","Percent","-9999"
"Hebron School District","","2014-2015","Suspensions","Percent","-9999"
"Hebron School District","","2015-2016","Suspensions","Percent","1.2"
"Hebron School District","","2016-2017","Suspensions","Percent","1.3"
"Hebron School District","","2017-2018","Suspensions","Percent","1.3"
"Hebron School District","","2018-2019","Suspensions","Percent","0.9"
"Hebron School District","","2019-2020","Suspensions","Percent","-9999"
"Highville Charter School District","","2009-2010","Suspensions","Percent","-6666"
"Highville Charter School District","","2010-2011","Suspensions","Percent","-6666"
"Highville Charter School District","","2011-2012","Suspensions","Percent","3.3"
"Highville Charter School District","","2012-2013","Suspensions","Percent","2.1"
"Highville Charter School District","","2013-2014","Suspensions","Percent","7.1"
"Highville Charter School District","","2014-2015","Suspensions","Percent","6.7"
"Highville Charter School District","","2015-2016","Suspensions","Percent","21.3"
"Highville Charter School District","","2016-2017","Suspensions","Percent","14.9"
"Highville Charter School District","","2017-2018","Suspensions","Percent","18.1"
"Highville Charter School District","","2018-2019","Suspensions","Percent","11.8"
"Highville Charter School District","","2019-2020","Suspensions","Percent","11.9"
"Integrated Day Charter School District","","2009-2010","Suspensions","Percent","-9999"
"Integrated Day Charter School District","","2010-2011","Suspensions","Percent","3.3"
"Integrated Day Charter School District","","2011-2012","Suspensions","Percent","4.9"
"Integrated Day Charter School District","","2012-2013","Suspensions","Percent","2.2"
"Integrated Day Charter School District","","2013-2014","Suspensions","Percent","6.1"
"Integrated Day Charter School District","","2014-2015","Suspensions","Percent","-9999"
"Integrated Day Charter School District","","2015-2016","Suspensions","Percent","3.6"
"Integrated Day Charter School District","","2016-2017","Suspensions","Percent","3.1"
"Integrated Day Charter School District","","2017-2018","Suspensions","Percent","6.7"
"Integrated Day Charter School District","","2018-2019","Suspensions","Percent","3.5"
"Integrated Day Charter School District","","2019-2020","Suspensions","Percent","2.0"
"Interdistrict School for Arts and Communication District","","2009-2010","Suspensions","Percent","16.8"
"Interdistrict School for Arts and Communication District","","2010-2011","Suspensions","Percent","13.4"
"Interdistrict School for Arts and Communication District","","2011-2012","Suspensions","Percent","29.9"
"Interdistrict School for Arts and Communication District","","2012-2013","Suspensions","Percent","17.2"
"Interdistrict School for Arts and Communication District","","2013-2014","Suspensions","Percent","14.7"
"Interdistrict School for Arts and Communication District","","2014-2015","Suspensions","Percent","19.8"
"Interdistrict School for Arts and Communication District","","2015-2016","Suspensions","Percent","12.5"
"Interdistrict School for Arts and Communication District","","2016-2017","Suspensions","Percent","15.6"
"Interdistrict School for Arts and Communication District","","2017-2018","Suspensions","Percent","20.8"
"Interdistrict School for Arts and Communication District","","2018-2019","Suspensions","Percent","14.4"
"Interdistrict School for Arts and Communication District","","2019-2020","Suspensions","Percent","11.1"
"Jumoke Academy District","","2009-2010","Suspensions","Percent","-6666"
"Jumoke Academy District","","2010-2011","Suspensions","Percent","6.8"
"Jumoke Academy District","","2011-2012","Suspensions","Percent","3.9"
"Jumoke Academy District","","2012-2013","Suspensions","Percent","7.2"
"Jumoke Academy District","","2013-2014","Suspensions","Percent","9.2"
"Jumoke Academy District","","2014-2015","Suspensions","Percent","12.0"
"Jumoke Academy District","","2015-2016","Suspensions","Percent","10.7"
"Jumoke Academy District","","2016-2017","Suspensions","Percent","11.5"
"Jumoke Academy District","","2017-2018","Suspensions","Percent","13.7"
"Jumoke Academy District","","2018-2019","Suspensions","Percent","10.9"
"Jumoke Academy District","","2019-2020","Suspensions","Percent","5.3"
"Kent School District","","2009-2010","Suspensions","Percent","-6666"
"Kent School District","","2010-2011","Suspensions","Percent","-6666"
"Kent School District","","2011-2012","Suspensions","Percent","-6666"
"Kent School District","","2012-2013","Suspensions","Percent","-6666"
"Kent School District","","2013-2014","Suspensions","Percent","-6666"
"Kent School District","","2014-2015","Suspensions","Percent","-6666"
"Kent School District","","2015-2016","Suspensions","Percent","-9999"
"Kent School District","","2016-2017","Suspensions","Percent","-9999"
"Kent School District","","2017-2018","Suspensions","Percent","-9999"
"Kent School District","","2018-2019","Suspensions","Percent","-9999"
"Kent School District","","2019-2020","Suspensions","Percent","-9999"
"Killingly School District","901540500","2009-2010","Suspensions","Percent","11.0"
"Killingly School District","901540500","2010-2011","Suspensions","Percent","10.9"
"Killingly School District","901540500","2011-2012","Suspensions","Percent","7.2"
"Killingly School District","901540500","2012-2013","Suspensions","Percent","10.6"
"Killingly School District","901540500","2013-2014","Suspensions","Percent","9.4"
"Killingly School District","901540500","2014-2015","Suspensions","Percent","8.6"
"Killingly School District","901540500","2015-2016","Suspensions","Percent","6.7"
"Killingly School District","901540500","2016-2017","Suspensions","Percent","7.7"
"Killingly School District","901540500","2017-2018","Suspensions","Percent","8.9"
"Killingly School District","901540500","2018-2019","Suspensions","Percent","8.7"
"Killingly School District","901540500","2019-2020","Suspensions","Percent","6.9"
"LEARN","","2009-2010","Suspensions","Percent","1.9"
"LEARN","","2010-2011","Suspensions","Percent","2.8"
"LEARN","","2011-2012","Suspensions","Percent","5.7"
"LEARN","","2012-2013","Suspensions","Percent","6.7"
"LEARN","","2013-2014","Suspensions","Percent","5.1"
"LEARN","","2014-2015","Suspensions","Percent","4.4"
"LEARN","","2015-2016","Suspensions","Percent","6.0"
"LEARN","","2016-2017","Suspensions","Percent","8.2"
"LEARN","","2017-2018","Suspensions","Percent","9.5"
"LEARN","","2018-2019","Suspensions","Percent","8.7"
"LEARN","","2019-2020","Suspensions","Percent","5.3"
"Lebanon School District","901142390","2009-2010","Suspensions","Percent","4.9"
"Lebanon School District","901142390","2010-2011","Suspensions","Percent","6.2"
"Lebanon School District","901142390","2011-2012","Suspensions","Percent","5.2"
"Lebanon School District","901142390","2012-2013","Suspensions","Percent","3.8"
"Lebanon School District","901142390","2013-2014","Suspensions","Percent","1.2"
"Lebanon School District","901142390","2014-2015","Suspensions","Percent","3.2"
"Lebanon School District","901142390","2015-2016","Suspensions","Percent","2.3"
"Lebanon School District","901142390","2016-2017","Suspensions","Percent","2.9"
"Lebanon School District","901142390","2017-2018","Suspensions","Percent","5.4"
"Lebanon School District","901142390","2018-2019","Suspensions","Percent","4.7"
"Lebanon School District","901142390","2019-2020","Suspensions","Percent","4.4"
"Ledyard School District","901142600","2009-2010","Suspensions","Percent","4.2"
"Ledyard School District","901142600","2010-2011","Suspensions","Percent","3.5"
"Ledyard School District","901142600","2011-2012","Suspensions","Percent","4.9"
"Ledyard School District","901142600","2012-2013","Suspensions","Percent","4.2"
"Ledyard School District","901142600","2013-2014","Suspensions","Percent","4.5"
"Ledyard School District","901142600","2014-2015","Suspensions","Percent","5.6"
"Ledyard School District","901142600","2015-2016","Suspensions","Percent","4.7"
"Ledyard School District","901142600","2016-2017","Suspensions","Percent","6.1"
"Ledyard School District","901142600","2017-2018","Suspensions","Percent","5.7"
"Ledyard School District","901142600","2018-2019","Suspensions","Percent","5.4"
"Ledyard School District","901142600","2019-2020","Suspensions","Percent","2.9"
"Lisbon School District","","2009-2010","Suspensions","Percent","2.7"
"Lisbon School District","","2010-2011","Suspensions","Percent","4.0"
"Lisbon School District","","2011-2012","Suspensions","Percent","3.9"
"Lisbon School District","","2012-2013","Suspensions","Percent","3.2"
"Lisbon School District","","2013-2014","Suspensions","Percent","-9999"
"Lisbon School District","","2014-2015","Suspensions","Percent","1.5"
"Lisbon School District","","2015-2016","Suspensions","Percent","2.5"
"Lisbon School District","","2016-2017","Suspensions","Percent","1.7"
"Lisbon School District","","2017-2018","Suspensions","Percent","3.2"
"Lisbon School District","","2018-2019","Suspensions","Percent","8.9"
"Lisbon School District","","2019-2020","Suspensions","Percent","5.7"
"Litchfield School District","900543370","2009-2010","Suspensions","Percent","4.8"
"Litchfield School District","900543370","2010-2011","Suspensions","Percent","5.0"
"Litchfield School District","900543370","2011-2012","Suspensions","Percent","5.9"
"Litchfield School District","900543370","2012-2013","Suspensions","Percent","4.9"
"Litchfield School District","900543370","2013-2014","Suspensions","Percent","4.4"
"Litchfield School District","900543370","2014-2015","Suspensions","Percent","4.8"
"Litchfield School District","900543370","2015-2016","Suspensions","Percent","4.9"
"Litchfield School District","900543370","2016-2017","Suspensions","Percent","4.0"
"Litchfield School District","900543370","2017-2018","Suspensions","Percent","5.1"
"Litchfield School District","900543370","2018-2019","Suspensions","Percent","4.4"
"Litchfield School District","900543370","2019-2020","Suspensions","Percent","1.8"
"Madison School District","900944560","2009-2010","Suspensions","Percent","3.1"
"Madison School District","900944560","2010-2011","Suspensions","Percent","2.6"
"Madison School District","900944560","2011-2012","Suspensions","Percent","2.2"
"Madison School District","900944560","2012-2013","Suspensions","Percent","2.5"
"Madison School District","900944560","2013-2014","Suspensions","Percent","1.3"
"Madison School District","900944560","2014-2015","Suspensions","Percent","1.7"
"Madison School District","900944560","2015-2016","Suspensions","Percent","1.8"
"Madison School District","900944560","2016-2017","Suspensions","Percent","1.4"
"Madison School District","900944560","2017-2018","Suspensions","Percent","1.8"
"Madison School District","900944560","2018-2019","Suspensions","Percent","1.5"
"Madison School District","900944560","2019-2020","Suspensions","Percent","1.5"
"Manchester School District","900344700","2009-2010","Suspensions","Percent","11.0"
"Manchester School District","900344700","2010-2011","Suspensions","Percent","9.6"
"Manchester School District","900344700","2011-2012","Suspensions","Percent","10.4"
"Manchester School District","900344700","2012-2013","Suspensions","Percent","10.0"
"Manchester School District","900344700","2013-2014","Suspensions","Percent","9.9"
"Manchester School District","900344700","2014-2015","Suspensions","Percent","8.5"
"Manchester School District","900344700","2015-2016","Suspensions","Percent","8.9"
"Manchester School District","900344700","2016-2017","Suspensions","Percent","9.2"
"Manchester School District","900344700","2017-2018","Suspensions","Percent","8.6"
"Manchester School District","900344700","2018-2019","Suspensions","Percent","11.1"
"Manchester School District","900344700","2019-2020","Suspensions","Percent","7.0"
"Mansfield School District","","2009-2010","Suspensions","Percent","1.8"
"Mansfield School District","","2010-2011","Suspensions","Percent","1.7"
"Mansfield School District","","2011-2012","Suspensions","Percent","1.4"
"Mansfield School District","","2012-2013","Suspensions","Percent","1.5"
"Mansfield School District","","2013-2014","Suspensions","Percent","1.7"
"Mansfield School District","","2014-2015","Suspensions","Percent","2.1"
"Mansfield School District","","2015-2016","Suspensions","Percent","2.6"
"Mansfield School District","","2016-2017","Suspensions","Percent","2.7"
"Mansfield School District","","2017-2018","Suspensions","Percent","2.3"
"Mansfield School District","","2018-2019","Suspensions","Percent","2.3"
"Mansfield School District","","2019-2020","Suspensions","Percent","1.6"
"Marlborough School District","","2009-2010","Suspensions","Percent","-9999"
"Marlborough School District","","2010-2011","Suspensions","Percent","-9999"
"Marlborough School District","","2011-2012","Suspensions","Percent","-9999"
"Marlborough School District","","2012-2013","Suspensions","Percent","1.4"
"Marlborough School District","","2013-2014","Suspensions","Percent","1.0"
"Marlborough School District","","2014-2015","Suspensions","Percent","-9999"
"Marlborough School District","","2015-2016","Suspensions","Percent","-9999"
"Marlborough School District","","2016-2017","Suspensions","Percent","-9999"
"Marlborough School District","","2017-2018","Suspensions","Percent","-6666"
"Marlborough School District","","2018-2019","Suspensions","Percent","-9999"
"Marlborough School District","","2019-2020","Suspensions","Percent","-9999"
"Meriden School District","900946520","2009-2010","Suspensions","Percent","19.2"
"Meriden School District","900946520","2010-2011","Suspensions","Percent","18.2"
"Meriden School District","900946520","2011-2012","Suspensions","Percent","16.4"
"Meriden School District","900946520","2012-2013","Suspensions","Percent","13.4"
"Meriden School District","900946520","2013-2014","Suspensions","Percent","10.7"
"Meriden School District","900946520","2014-2015","Suspensions","Percent","9.9"
"Meriden School District","900946520","2015-2016","Suspensions","Percent","7.7"
"Meriden School District","900946520","2016-2017","Suspensions","Percent","7.5"
"Meriden School District","900946520","2017-2018","Suspensions","Percent","7.2"
"Meriden School District","900946520","2018-2019","Suspensions","Percent","6.1"
"Meriden School District","900946520","2019-2020","Suspensions","Percent","5.5"
"Middletown School District","900747360","2009-2010","Suspensions","Percent","10.6"
"Middletown School District","900747360","2010-2011","Suspensions","Percent","9.1"
"Middletown School District","900747360","2011-2012","Suspensions","Percent","7.7"
"Middletown School District","900747360","2012-2013","Suspensions","Percent","8.3"
"Middletown School District","900747360","2013-2014","Suspensions","Percent","6.9"
"Middletown School District","900747360","2014-2015","Suspensions","Percent","7.9"
"Middletown School District","900747360","2015-2016","Suspensions","Percent","8.1"
"Middletown School District","900747360","2016-2017","Suspensions","Percent","7.1"
"Middletown School District","900747360","2017-2018","Suspensions","Percent","7.3"
"Middletown School District","900747360","2018-2019","Suspensions","Percent","8.2"
"Middletown School District","900747360","2019-2020","Suspensions","Percent","5.1"
"Milford School District","900947535","2009-2010","Suspensions","Percent","5.0"
"Milford School District","900947535","2010-2011","Suspensions","Percent","3.2"
"Milford School District","900947535","2011-2012","Suspensions","Percent","5.8"
"Milford School District","900947535","2012-2013","Suspensions","Percent","5.6"
"Milford School District","900947535","2013-2014","Suspensions","Percent","5.1"
"Milford School District","900947535","2014-2015","Suspensions","Percent","5.3"
"Milford School District","900947535","2015-2016","Suspensions","Percent","6.6"
"Milford School District","900947535","2016-2017","Suspensions","Percent","5.7"
"Milford School District","900947535","2017-2018","Suspensions","Percent","5.7"
"Milford School District","900947535","2018-2019","Suspensions","Percent","4.6"
"Milford School District","900947535","2019-2020","Suspensions","Percent","3.4"
"Monroe School District","900148620","2009-2010","Suspensions","Percent","2.3"
"Monroe School District","900148620","2010-2011","Suspensions","Percent","2.3"
"Monroe School District","900148620","2011-2012","Suspensions","Percent","1.7"
"Monroe School District","900148620","2012-2013","Suspensions","Percent","1.6"
"Monroe School District","900148620","2013-2014","Suspensions","Percent","1.4"
"Monroe School District","900148620","2014-2015","Suspensions","Percent","1.4"
"Monroe School District","900148620","2015-2016","Suspensions","Percent","2.0"
"Monroe School District","900148620","2016-2017","Suspensions","Percent","2.2"
"Monroe School District","900148620","2017-2018","Suspensions","Percent","1.8"
"Monroe School District","900148620","2018-2019","Suspensions","Percent","2.0"
"Monroe School District","900148620","2019-2020","Suspensions","Percent","1.1"
"Montville School District","901148900","2009-2010","Suspensions","Percent","8.8"
"Montville School District","901148900","2010-2011","Suspensions","Percent","8.2"
"Montville School District","901148900","2011-2012","Suspensions","Percent","10.7"
"Montville School District","901148900","2012-2013","Suspensions","Percent","5.7"
"Montville School District","901148900","2013-2014","Suspensions","Percent","4.7"
"Montville School District","901148900","2014-2015","Suspensions","Percent","4.3"
"Montville School District","901148900","2015-2016","Suspensions","Percent","4.7"
"Montville School District","901148900","2016-2017","Suspensions","Percent","4.3"
"Montville School District","901148900","2017-2018","Suspensions","Percent","7.4"
"Montville School District","901148900","2018-2019","Suspensions","Percent","6.3"
"Montville School District","901148900","2019-2020","Suspensions","Percent","4.6"
"Naugatuck School District","900949950","2009-2010","Suspensions","Percent","10.3"
"Naugatuck School District","900949950","2010-2011","Suspensions","Percent","11.6"
"Naugatuck School District","900949950","2011-2012","Suspensions","Percent","10.6"
"Naugatuck School District","900949950","2012-2013","Suspensions","Percent","8.3"
"Naugatuck School District","900949950","2013-2014","Suspensions","Percent","8.6"
"Naugatuck School District","900949950","2014-2015","Suspensions","Percent","8.0"
"Naugatuck School District","900949950","2015-2016","Suspensions","Percent","7.8"
"Naugatuck School District","900949950","2016-2017","Suspensions","Percent","8.7"
"Naugatuck School District","900949950","2017-2018","Suspensions","Percent","7.9"
"Naugatuck School District","900949950","2018-2019","Suspensions","Percent","8.7"
"Naugatuck School District","900949950","2019-2020","Suspensions","Percent","6.4"
"New Beginnings Inc. Family Academy District","","2009-2010","Suspensions","Percent","18.1"
"New Beginnings Inc. Family Academy District","","2010-2011","Suspensions","Percent","19.0"
"New Beginnings Inc. Family Academy District","","2011-2012","Suspensions","Percent","14.7"
"New Beginnings Inc. Family Academy District","","2012-2013","Suspensions","Percent","22.7"
"New Beginnings Inc. Family Academy District","","2013-2014","Suspensions","Percent","22.1"
"New Beginnings Inc. Family Academy District","","2014-2015","Suspensions","Percent","12.3"
"New Beginnings Inc. Family Academy District","","2015-2016","Suspensions","Percent","15.2"
"New Beginnings Inc. Family Academy District","","2016-2017","Suspensions","Percent","-9999"
"New Beginnings Inc. Family Academy District","","2017-2018","Suspensions","Percent","-9999"
"New Beginnings Inc. Family Academy District","","2018-2019","Suspensions","Percent","-9999"
"New Beginnings Inc. Family Academy District","","2019-2020","Suspensions","Percent","1.2"
"New Britain School District","900350440","2009-2010","Suspensions","Percent","17.5"
"New Britain School District","900350440","2010-2011","Suspensions","Percent","10.9"
"New Britain School District","900350440","2011-2012","Suspensions","Percent","18.1"
"New Britain School District","900350440","2012-2013","Suspensions","Percent","18.8"
"New Britain School District","900350440","2013-2014","Suspensions","Percent","19.7"
"New Britain School District","900350440","2014-2015","Suspensions","Percent","14.8"
"New Britain School District","900350440","2015-2016","Suspensions","Percent","13.6"
"New Britain School District","900350440","2016-2017","Suspensions","Percent","11.5"
"New Britain School District","900350440","2017-2018","Suspensions","Percent","10.6"
"New Britain School District","900350440","2018-2019","Suspensions","Percent","11.0"
"New Britain School District","900350440","2019-2020","Suspensions","Percent","8.9"
"New Canaan School District","900150580","2009-2010","Suspensions","Percent","0.9"
"New Canaan School District","900150580","2010-2011","Suspensions","Percent","1.2"
"New Canaan School District","900150580","2011-2012","Suspensions","Percent","1.0"
"New Canaan School District","900150580","2012-2013","Suspensions","Percent","-6666"
"New Canaan School District","900150580","2013-2014","Suspensions","Percent","0.6"
"New Canaan School District","900150580","2014-2015","Suspensions","Percent","0.5"
"New Canaan School District","900150580","2015-2016","Suspensions","Percent","0.6"
"New Canaan School District","900150580","2016-2017","Suspensions","Percent","1.0"
"New Canaan School District","900150580","2017-2018","Suspensions","Percent","0.6"
"New Canaan School District","900150580","2018-2019","Suspensions","Percent","1.0"
"New Canaan School District","900150580","2019-2020","Suspensions","Percent","0.8"
"New Fairfield School District","900150860","2009-2010","Suspensions","Percent","4.2"
"New Fairfield School District","900150860","2010-2011","Suspensions","Percent","4.6"
"New Fairfield School District","900150860","2011-2012","Suspensions","Percent","4.2"
"New Fairfield School District","900150860","2012-2013","Suspensions","Percent","4.0"
"New Fairfield School District","900150860","2013-2014","Suspensions","Percent","3.2"
"New Fairfield School District","900150860","2014-2015","Suspensions","Percent","3.3"
"New Fairfield School District","900150860","2015-2016","Suspensions","Percent","2.6"
"New Fairfield School District","900150860","2016-2017","Suspensions","Percent","3.0"
"New Fairfield School District","900150860","2017-2018","Suspensions","Percent","3.0"
"New Fairfield School District","900150860","2018-2019","Suspensions","Percent","2.6"
"New Fairfield School District","900150860","2019-2020","Suspensions","Percent","2.1"
"New Hartford School District","","2009-2010","Suspensions","Percent","-9999"
"New Hartford School District","","2010-2011","Suspensions","Percent","-9999"
"New Hartford School District","","2011-2012","Suspensions","Percent","-9999"
"New Hartford School District","","2012-2013","Suspensions","Percent","-9999"
"New Hartford School District","","2013-2014","Suspensions","Percent","1.3"
"New Hartford School District","","2014-2015","Suspensions","Percent","1.4"
"New Hartford School District","","2015-2016","Suspensions","Percent","-9999"
"New Hartford School District","","2016-2017","Suspensions","Percent","-9999"
"New Hartford School District","","2017-2018","Suspensions","Percent","-9999"
"New Hartford School District","","2018-2019","Suspensions","Percent","1.9"
"New Hartford School District","","2019-2020","Suspensions","Percent","-9999"
"New Haven School District","900952070","2009-2010","Suspensions","Percent","13.8"
"New Haven School District","900952070","2010-2011","Suspensions","Percent","9.9"
"New Haven School District","900952070","2011-2012","Suspensions","Percent","10.7"
"New Haven School District","900952070","2012-2013","Suspensions","Percent","7.8"
"New Haven School District","900952070","2013-2014","Suspensions","Percent","7.5"
"New Haven School District","900952070","2014-2015","Suspensions","Percent","8.8"
"New Haven School District","900952070","2015-2016","Suspensions","Percent","8.2"
"New Haven School District","900952070","2016-2017","Suspensions","Percent","6.9"
"New Haven School District","900952070","2017-2018","Suspensions","Percent","6.9"
"New Haven School District","900952070","2018-2019","Suspensions","Percent","7.3"
"New Haven School District","900952070","2019-2020","Suspensions","Percent","4.6"
"New London School District","901152350","2009-2010","Suspensions","Percent","18.3"
"New London School District","901152350","2010-2011","Suspensions","Percent","21.4"
"New London School District","901152350","2011-2012","Suspensions","Percent","18.7"
"New London School District","901152350","2012-2013","Suspensions","Percent","20.6"
"New London School District","901152350","2013-2014","Suspensions","Percent","19.5"
"New London School District","901152350","2014-2015","Suspensions","Percent","19.6"
"New London School District","901152350","2015-2016","Suspensions","Percent","15.3"
"New London School District","901152350","2016-2017","Suspensions","Percent","12.3"
"New London School District","901152350","2017-2018","Suspensions","Percent","10.7"
"New London School District","901152350","2018-2019","Suspensions","Percent","8.5"
"New London School District","901152350","2019-2020","Suspensions","Percent","7.5"
"New Milford School District","900552630","2009-2010","Suspensions","Percent","7.5"
"New Milford School District","900552630","2010-2011","Suspensions","Percent","6.4"
"New Milford School District","900552630","2011-2012","Suspensions","Percent","4.9"
"New Milford School District","900552630","2012-2013","Suspensions","Percent","5.9"
"New Milford School District","900552630","2013-2014","Suspensions","Percent","5.5"
"New Milford School District","900552630","2014-2015","Suspensions","Percent","5.3"
"New Milford School District","900552630","2015-2016","Suspensions","Percent","5.1"
"New Milford School District","900552630","2016-2017","Suspensions","Percent","5.4"
"New Milford School District","900552630","2017-2018","Suspensions","Percent","5.8"
"New Milford School District","900552630","2018-2019","Suspensions","Percent","5.7"
"New Milford School District","900552630","2019-2020","Suspensions","Percent","4.6"
"Newington School District","900352140","2009-2010","Suspensions","Percent","6.1"
"Newington School District","900352140","2010-2011","Suspensions","Percent","6.0"
"Newington School District","900352140","2011-2012","Suspensions","Percent","6.5"
"Newington School District","900352140","2012-2013","Suspensions","Percent","5.9"
"Newington School District","900352140","2013-2014","Suspensions","Percent","6.4"
"Newington School District","900352140","2014-2015","Suspensions","Percent","5.0"
"Newington School District","900352140","2015-2016","Suspensions","Percent","4.7"
"Newington School District","900352140","2016-2017","Suspensions","Percent","4.1"
"Newington School District","900352140","2017-2018","Suspensions","Percent","4.7"
"Newington School District","900352140","2018-2019","Suspensions","Percent","4.4"
"Newington School District","900352140","2019-2020","Suspensions","Percent","3.0"
"Newtown School District","900152980","2009-2010","Suspensions","Percent","2.8"
"Newtown School District","900152980","2010-2011","Suspensions","Percent","3.2"
"Newtown School District","900152980","2011-2012","Suspensions","Percent","2.2"
"Newtown School District","900152980","2012-2013","Suspensions","Percent","2.3"
"Newtown School District","900152980","2013-2014","Suspensions","Percent","2.1"
"Newtown School District","900152980","2014-2015","Suspensions","Percent","2.5"
"Newtown School District","900152980","2015-2016","Suspensions","Percent","2.6"
"Newtown School District","900152980","2016-2017","Suspensions","Percent","3.2"
"Newtown School District","900152980","2017-2018","Suspensions","Percent","2.6"
"Newtown School District","900152980","2018-2019","Suspensions","Percent","2.2"
"Newtown School District","900152980","2019-2020","Suspensions","Percent","1.6"
"Norfolk School District","","2009-2010","Suspensions","Percent","-6666"
"Norfolk School District","","2010-2011","Suspensions","Percent","-6666"
"Norfolk School District","","2011-2012","Suspensions","Percent","-6666"
"Norfolk School District","","2012-2013","Suspensions","Percent","-6666"
"Norfolk School District","","2013-2014","Suspensions","Percent","-6666"
"Norfolk School District","","2014-2015","Suspensions","Percent","7.7"
"Norfolk School District","","2015-2016","Suspensions","Percent","-9999"
"Norfolk School District","","2016-2017","Suspensions","Percent","-9999"
"Norfolk School District","","2017-2018","Suspensions","Percent","-9999"
"Norfolk School District","","2018-2019","Suspensions","Percent","-9999"
"Norfolk School District","","2019-2020","Suspensions","Percent","-6666"
"North Branford School District","900953890","2009-2010","Suspensions","Percent","8.8"
"North Branford School District","900953890","2010-2011","Suspensions","Percent","9.8"
"North Branford School District","900953890","2011-2012","Suspensions","Percent","6.8"
"North Branford School District","900953890","2012-2013","Suspensions","Percent","7.3"
"North Branford School District","900953890","2013-2014","Suspensions","Percent","5.6"
"North Branford School District","900953890","2014-2015","Suspensions","Percent","6.6"
"North Branford School District","900953890","2015-2016","Suspensions","Percent","5.4"
"North Branford School District","900953890","2016-2017","Suspensions","Percent","5.1"
"North Branford School District","900953890","2017-2018","Suspensions","Percent","5.5"
"North Branford School District","900953890","2018-2019","Suspensions","Percent","5.7"
"North Branford School District","900953890","2019-2020","Suspensions","Percent","5.0"
"North Canaan School District","","2009-2010","Suspensions","Percent","2.7"
"North Canaan School District","","2010-2011","Suspensions","Percent","2.5"
"North Canaan School District","","2011-2012","Suspensions","Percent","-9999"
"North Canaan School District","","2012-2013","Suspensions","Percent","1.9"
"North Canaan School District","","2013-2014","Suspensions","Percent","2.7"
"North Canaan School District","","2014-2015","Suspensions","Percent","-9999"
"North Canaan School District","","2015-2016","Suspensions","Percent","-6666"
"North Canaan School District","","2016-2017","Suspensions","Percent","-9999"
"North Canaan School District","","2017-2018","Suspensions","Percent","-9999"
"North Canaan School District","","2018-2019","Suspensions","Percent","2.7"
"North Canaan School District","","2019-2020","Suspensions","Percent","-9999"
"North Haven School District","900954870","2009-2010","Suspensions","Percent","2.8"
"North Haven School District","900954870","2010-2011","Suspensions","Percent","4.3"
"North Haven School District","900954870","2011-2012","Suspensions","Percent","2.7"
"North Haven School District","900954870","2012-2013","Suspensions","Percent","4.1"
"North Haven School District","900954870","2013-2014","Suspensions","Percent","3.0"
"North Haven School District","900954870","2014-2015","Suspensions","Percent","3.3"
"North Haven School District","900954870","2015-2016","Suspensions","Percent","3.0"
"North Haven School District","900954870","2016-2017","Suspensions","Percent","3.4"
"North Haven School District","900954870","2017-2018","Suspensions","Percent","3.0"
"North Haven School District","900954870","2018-2019","Suspensions","Percent","3.8"
"North Haven School District","900954870","2019-2020","Suspensions","Percent","2.2"
"North Stonington School District","901155500","2009-2010","Suspensions","Percent","8.8"
"North Stonington School District","901155500","2010-2011","Suspensions","Percent","7.7"
"North Stonington School District","901155500","2011-2012","Suspensions","Percent","7.1"
"North Stonington School District","901155500","2012-2013","Suspensions","Percent","3.8"
"North Stonington School District","901155500","2013-2014","Suspensions","Percent","4.2"
"North Stonington School District","901155500","2014-2015","Suspensions","Percent","4.4"
"North Stonington School District","901155500","2015-2016","Suspensions","Percent","4.2"
"North Stonington School District","901155500","2016-2017","Suspensions","Percent","4.4"
"North Stonington School District","901155500","2017-2018","Suspensions","Percent","3.7"
"North Stonington School District","901155500","2018-2019","Suspensions","Percent","3.5"
"North Stonington School District","901155500","2019-2020","Suspensions","Percent","2.3"
"Norwalk School District","900156060","2009-2010","Suspensions","Percent","9.2"
"Norwalk School District","900156060","2010-2011","Suspensions","Percent","9.0"
"Norwalk School District","900156060","2011-2012","Suspensions","Percent","8.9"
"Norwalk School District","900156060","2012-2013","Suspensions","Percent","8.2"
"Norwalk School District","900156060","2013-2014","Suspensions","Percent","6.2"
"Norwalk School District","900156060","2014-2015","Suspensions","Percent","5.4"
"Norwalk School District","900156060","2015-2016","Suspensions","Percent","5.7"
"Norwalk School District","900156060","2016-2017","Suspensions","Percent","6.3"
"Norwalk School District","900156060","2017-2018","Suspensions","Percent","6.4"
"Norwalk School District","900156060","2018-2019","Suspensions","Percent","5.0"
"Norwalk School District","900156060","2019-2020","Suspensions","Percent","3.7"
"Norwich Free Academy District","","2009-2010","Suspensions","Percent","9.7"
"Norwich Free Academy District","","2010-2011","Suspensions","Percent","14.0"
"Norwich Free Academy District","","2011-2012","Suspensions","Percent","14.7"
"Norwich Free Academy District","","2012-2013","Suspensions","Percent","17.3"
"Norwich Free Academy District","","2013-2014","Suspensions","Percent","13.5"
"Norwich Free Academy District","","2014-2015","Suspensions","Percent","12.2"
"Norwich Free Academy District","","2015-2016","Suspensions","Percent","11.8"
"Norwich Free Academy District","","2016-2017","Suspensions","Percent","13.9"
"Norwich Free Academy District","","2017-2018","Suspensions","Percent","13.6"
"Norwich Free Academy District","","2018-2019","Suspensions","Percent","12.7"
